Error parsing query: 
join tree:
beers -> locations

Q_locations =: q_locations
set Q_locations
 to
+------+------+----------+----------+--------------------+
| u4   | v    | y        | z        | w                  |
| 2592 | 35  | Liberty Ale                                          | 0.059              | NA  | 12   | American IPA                        | American IPA                   |
| 2593 | 34  | Grapefruit Sculpin                                   | 0.07               | NA  | 12   | American IPA                        | American IPA                   |
| 2594 | 33  | Surfrider                                            | 0.052              | 35  | 16   | American Pale Ale (APA)             | American Pale Ale (APA)        |
| 2595 | 32  | Bastian                                              |                    | NA  | 12   | American Strong Ale                 | NA                             |
| 2596 | 31  | Heavy Lifting                                        | 0.062              | 80  | 12   | American IPA                        | American IPA                   |
| 2597 | 10  | Linnaeus Mango IPA                                   | 0.06               | NA  | 16   | American IPA                        | American IPA                   |
| 2598 | 10  | Tart Side of the Barrel                              | 0.098              | NA  | 16   | American Double / Imperial Stout    | NA                             |
| 2599 | 30  | Sex Panther                                          | 0.069              | 20  | 12   | American Porter                     | NA                             |
| 2600 | 29  | Gone A-Rye                                           | 0.085              | 90  | 16   | American Double / Imperial IPA      | American Double / Imperial IPA |
| 2601 | 28  | Deduction                                            | 0.08               | 22  | 12   | Dubbel                              | NA                             |
| 2602 | 27  | Citrafest                                            | 0.05               | 45  | 16   | American IPA                        | American IPA                   |
| 2603 | 27  | Galaxyfest                                           | 0.065              | NA  | 16   | American IPA                        | American IPA                   |
| 2604 | 26  | Blonde Czich                                         | 0.049              | 23  | 16   | American Blonde Ale                 | American Blonde Ale            |
| 2605 | 25  | Tip Off                                              | 0.052              | 29  | 16   | Altbier                             | NA                             |
| 2606 | 24  | Mr. Tea                                              | 0.078              | NA  | 24   | Fruit / Vegetable Beer              | NA                             |
| 2607 | 24  | Black Beer'd                                         | 0.068              | NA  | 16   | American Black Ale                  | NA                             |
| 2608 | 24  | Wrath of Pele                                        | 0.065              | NA  | 16   | American Brown Ale                  | NA                             |
| 2609 | 23  | Tribute                                              | 0.0579999999999999 | 58  | 12   | American Pale Ale (APA)             | American Pale Ale (APA)        |
| 2610 | 22  | The Gadget                                           | 0.064              | 90  | 16   | American IPA                        | American IPA                   |
| 2611 | 22  | The 26th                                             | 0.06               | NA  | 16   | American IPA                        | American IPA                   |
| 2612 | 22  | Father's Beer                                        | 0.05               | NA  | 16   | Belgian Pale Ale                    | NA                             |
| 2613 | 22  | Feel Like Maplin' Love                               | 0.055              | NA  | 16   | Oatmeal Stout                       | NA                             |
| 2614 | 21  | Yoshi's Nectar                                       | 0.053              | 27  | 16   | California Common / Steam Beer      | NA                             |
| 2615 | 21  | Pale                                                 | 0.054              | 37  | 16   | American Pale Ale (APA)             | American Pale Ale (APA)        |
| 2616 | 21  | Pole Barn Stout                                      | 0.055              | 31  | 16   | Oatmeal Stout                       | NA                             |
| 2617 | 21  | Citra Faced                                          | 0.055              | 64  | 16   | American Pale Wheat Ale             | American Pale Wheat Ale        |
| 2618 | 20  | Thai.p.a                                             | 0.07               | 46  | 16   | American IPA                        | American IPA                   |
| 2619 | 19  | Insert Hop Reference                                 | 0.0579999999999999 | NA  | 16   | American Pale Ale (APA)             | American Pale Ale (APA)        |
| 2620 | 18  | Saucy Intruder                                       | 0.072              | 75  | 16   | Rye Beer                            | NA                             |
| 2621 | 17  | Csar                                                 | 0.12               | 90  | 16   | Russian Imperial Stout              | NA                             |
| 2622 | 17  | Damascene Apricot Sour                               | 0.052              | 12  | 16   | Fruit / Vegetable Beer              | NA                             |
| 2623 | 17  | Cafe Leche                                           | 0.0579999999999999 | 20  | 16   | American Porter                     | NA                             |
| 2624 | 16  | Deflator                                             | 0.065              | NA  | 16   | Doppelbock                          | NA                             |
| 2625 | 15  | Dirty Bastard                                        | 0.085              | 50  | 12   | Scotch Ale / Wee Heavy              | NA                             |
| 2626 | 14  | Edwardâ€™s Portly Brown                              | 0.045              | NA  | 12   | American Brown Ale                  | NA                             |
| 2627 | 14  | Train Hopper                                         | 0.0579999999999999 | 72  | 12   | American IPA                        | American IPA                   |
| 2628 | 13  | Grapefruit IPA                                       | 0.05               | 35  | 12   | American IPA                        | American IPA                   |
| 2629 | 13  | Veteranâ€™s Pale Ale (VPA)                           | 0.05               | 40  | 12   | American Pale Ale (APA)             | American Pale Ale (APA)        |
| 2630 | 13  | 98 Problems (Cuz A Hop Ain't One)                    | 0.065              | 65  | 12   | American IPA                        | American IPA                   |
| 2631 | 13  | Black                                                | 0.0579999999999999 | NA  | 12   | American Black Ale                  | NA                             |
| 2632 | 13  | Gold                                                 | 0.048              | 15  | 12   | American Blonde Ale                 | American Blonde Ale            |
| 2633 | 13  | Hotbox Brown                                         | 0.055              | 10  | 12   | American Brown Ale                  | NA                             |
| 2634 | 12  | Nordskye                                             | 0.048              | 47  | 12   | American IPA                        | American IPA                   |
| 2635 | 11  | Sparkle                                              | 0.0409999999999999 | 12  | 16   | American Pale Lager                 | NA                             |
| 2636 | 10  | Star Runner                                          | 0.06               | NA  | 16   | Belgian Pale Ale                    | NA                             |
| 2637 | 10  | Belfort                                              | 0.067              | NA  | 16   | Saison / Farmhouse Ale              | NA                             |
| 2638 | 9   | G. B. Russoâ€™s Italian Pistachio Pale Ale           | 0.052              | NA  | 16   | American Pale Ale (APA)             | American Pale Ale (APA)        |
| 2639 | 8   | Dark Star                                            | 0.08               | 54  | 16   | American Stout                      | NA                             |
| 2640 | 7   | Peck's Porter                                        | 0.065              | 35  | 16   | American Porter                     | NA                             |
| 2642 | 6   | Titan IPA                                            | 0.071              | NA  | 12   | American IPA                        | American IPA                   |
| 2643 | 6   | Colette                                              | 0.073              | NA  | 12   | Saison / Farmhouse Ale              | NA                             |
| 2644 | 6   | Yeti  Imperial Stout                                 | 0.095              | 75  | 12   | Russian Imperial Stout              | NA                             |
| 2645 | 6   | Lasso                                                | 0.05               | NA  | 12   | American IPA                        | American IPA                   |
| 2646 | 6   | Orabelle                                             | 0.083              | NA  | 12   | Tripel                              | NA                             |
| 2647 | 6   | Rumble                                               | 0.071              | NA  | 12   | American IPA                        | American IPA                   |
| 2648 | 6   | Whitewater                                           | 0.061              | NA  | 12   | American Pale Wheat Ale             | American Pale Wheat Ale        |
| 2649 | 6   | Hibernation Ale                                      | 0.087              | NA  | 12   | Old Ale                             | NA                             |
| 2650 | 6   | Denver Pale Ale (Artist Series No. 1)                | 0.05               | NA  | 12   | American Pale Ale (APA)             | American Pale Ale (APA)        |
| 2652 | 5   | Boy King                                             | 0.0969999999999999 | NA  | 16   | American Double / Imperial IPA      | American Double / Imperial IPA |
| 2653 | 5   | HopArt                                               | 0.077              | NA  | 16   | American IPA                        | American IPA                   |
| 2654 | 5   | 32Â°/50Â° KÃ¶lsch                                    | 0.048              | NA  | 16   | KÃ¶lsch                             | NA                             |
| 2655 | 5   | Dead Arm                                             | 0.06               | NA  | 12   | American Pale Ale (APA)             | American Pale Ale (APA)        |
| 2656 | 5   | Rye Knot                                             | 0.062              | NA  | 12   | American Brown Ale                  | NA                             |
| 2657 | 5   | Blackbeard                                           | 0.093              | NA  | 12   | American Double / Imperial Stout    | NA                             |
| 2658 | 4   | Villager                                             | 0.063              | 42  | 12   | American IPA                        | American IPA                   |
| 2659 | 4   | KSA                                                  | 0.046              | 17  | 12   | KÃ¶lsch                             | NA                             |
| 2660 | 4   | Westfalia                                            | 0.0559999999999999 | 16  | 12   | American Amber / Red Ale            | American Amber / Red Ale       |
| 2661 | 4   | Park                                                 | 0.047              | 19  | 12   | American Pale Wheat Ale             | American Pale Wheat Ale        |
| 2662 | 3   | Claritas                                             | 0.0579999999999999 | 28  | 16   | KÃ¶lsch                             | NA                             |
| 2663 | 3   | Grazias                                              | 0.063              | 30  | 16   | Cream Ale                           | NA                             |
| 2664 | 3   | Habitus                                              | 0.08               | 100 | 16   | American Double / Imperial IPA      | American Double / Imperial IPA |
| 2666 | 3   | Jucundus                                             | 0.06               | 24  | 16   | Wheat Ale                           | NA                             |
| 2667 | 3   | Solis                                                | 0.075              | 85  | 16   | American IPA                        | American IPA                   |
| 2668 | 3   | Habitus (2014)                                       | 0.08               | 100 | 16   | American Double / Imperial IPA      | American Double / Imperial IPA |
| 2669 | 2   | Calyptra                                             | 0.049              | 45  | 12   | American India Pale Lager           | NA                             |
| 2670 | 2   | Hoponius Union                                       | 0.067              | 65  | 12   | American India Pale Lager           | NA                             |
| 2671 | 2   | Excess IPL                                           | 0.072              | 80  | 16   | American India Pale Lager           | NA                             |
| 2672 | 2   | Leisure Time                                         | 0.048              | 15  | 12   | American Pale Lager                 | NA                             |
| 2673 | 2   | House Lager                                          | 0.052              | 18  | 16   | Keller Bier / Zwickel Bier          | NA                             |
| 2674 | 1   | The Brown Note                                       | 0.05               | 20  | 16   | English Brown Ale                   | NA                             |
| 2675 | 1   | Pile of Face                                         | 0.06               | 65  | 16   | American IPA                        | American IPA                   |
| 2676 | 1   | Kamen Knuddeln                                       | 0.065              | NA  | 16   | American Wild Ale                   | NA                             |
| 2677 | 1   | Coq de la Marche                                     | 0.051              | 38  | 16   | Saison / Farmhouse Ale              | NA                             |
| 2678 | 1   | Rico Sauvin                                          | 0.076              | 68  | 16   | American Double / Imperial IPA      | American Double / Imperial IPA |
| 2679 | 1   | Bloody Show                                          | 0.055              | 17  | 16   | American Pilsner                    | NA                             |
| 2680 | 1   | Sho'nuff                                             | 0.04               | 13  | 16   | Belgian Pale Ale                    | NA                             |
| 2681 | 1   | Flesh Gourd'n                                        | 0.066              | 21  | 16   | Pumpkin Ale                         | NA                             |
| 2682 | 1   | Rules are Rules                                      | 0.05               | 25  | 16   | German Pilsener                     | NA                             |
| 2683 | 1   | A Beer                                               | 0.042              | 42  | 16   | American Pale Ale (APA)             | American Pale Ale (APA)        |
| 2684 | 1   | 35 K                                                 | 0.077              | 25  | 16   | Milk / Sweet Stout                  | NA                             |
| 2685 | 1   | London Balling                                       | 0.125              | 80  | 16   | English Barleywine                  | NA                             |
| 2686 | 1   | Citra Ass Down                                       | 0.08               | 68  | 16   | American Double / Imperial IPA      | American Double / Imperial IPA |
| 2687 | 0   | Parapet ESB                                          | 0.0559999999999999 | 47  | 16   | Extra Special / Strong Bitter (ESB) | NA                             |
| 2688 | 0   | Stronghold                                           | 0.06               | 25  | 16   | American Porter                     | NA                             |
| 2689 | 0   | Pumpion                                              | 0.06               | 38  | 16   | Pumpkin Ale                         | NA                             |
| 2690 | 0   | Wall's End                                           | 0.048              | 19  | 16   | English Brown Ale                   | NA                             |
| 2691 | 0   | Maggie's Leap                                        | 0.049              | 26  | 16   | Milk / Sweet Stout                  | NA                             |
| 2692 | 0   | Get Together                                         | 0.045              | 50  | 16   | American IPA                        | American IPA                   |
+------+-----+------------------------------------------------------+--------------------+-----+------+-------------------------------------+--------------------------------+
to
+-----+-----+-------------------+------+-----+----+--------------+----+
| u1  | v   | x                 | abv  | ibu | u2 | style        | u3 |
+-----+-----+-------------------+------+-----+----+--------------+----+
| 406 | 191 | Snake River Lager | 0.05 | 18  | 12 | Vienna Lager | NA |
+-----+-----+-------------------+------+-----+----+--------------+----+
A_locations =: Q_locations ⋉ A_beers
set A_locations
+------+------+----------+----------+--------------------+
| u4   | v    | y        | z        | w                  |
+------+------+----------+----------+--------------------+
| 1    | 1    | 30.2234  | -97.7697 | ROOFTOP            |
| 2    | 2    | 37.7825  | -122.393 | ROOFTOP            |
| 3    | 3    | 50.7668  | 4.3081   | RANGE_INTERPOLATED |
| 4    | 4    | 59.7451  | 10.2135  | APPROXIMATE        |
| 5    | 5    | 50.2606  | 4.9122   | APPROXIMATE        |
| 6    | 6    | 50.3093  | 4.7646   | GEOMETRIC_CENTER   |
| 7    | 7    | 50.1999  | 5.2277   | RANGE_INTERPOLATED |
| 8    | 8    | 41.2225  | -77.0369 | RANGE_INTERPOLATED |
| 9    | 9    | 41.4392  | -87.1078 | RANGE_INTERPOLATED |
| 10   | 10   | 30.5049  | -89.944  | APPROXIMATE        |
| 11   | 11   | 52.3277  | 1.6802   | APPROXIMATE        |
| 12   | 12   | 50.9699  | 4.1892   | APPROXIMATE        |
| 13   | 13   | 49.7652  | -97.1539 | APPROXIMATE        |
| 14   | 14   | 41.2603  | -96.0903 | RANGE_INTERPOLATED |
| 15   | 15   | 47.8781  | 10.6161  | ROOFTOP            |
| 16   | 16   | 45.5484  | -122.619 | ROOFTOP            |
| 17   | 17   | 58.3573  | -134.49  | ROOFTOP            |
| 18   | 20   | 43.1257  | -89.3253 | RANGE_INTERPOLATED |
| 19   | 21   | 32.892   | -117.144 | ROOFTOP            |
| 20   | 22   | 21.3069  | -157.858 | APPROXIMATE        |
| 21   | 23   | 43.7028  | -70.3166 | RANGE_INTERPOLATED |
| 22   | 24   | 43.7028  | -70.3166 | RANGE_INTERPOLATED |
| 23   | 25   | 40.6016  | -75.474  | RANGE_INTERPOLATED |
| 24   | 26   | 47.7487  | 10.5694  | ROOFTOP            |
| 25   | 26   | 47.7237  | 10.3141  | ROOFTOP            |
| 26   | 28   | 38.0501  | -84.5088 | RANGE_INTERPOLATED |
| 27   | 29   | 32.8355  | -116.765 | RANGE_INTERPOLATED |
| 28   | 30   | 48.3457  | 8.4031   | ROOFTOP            |
| 29   | 31   | 50.919   | 3.2632   | RANGE_INTERPOLATED |
| 30   | 32   | 41.7605  | -88.309  | ROOFTOP            |
| 31   | 33   | 38.8966  | -121.077 | APPROXIMATE        |
| 32   | 34   | 39.1551  | -94.482  | RANGE_INTERPOLATED |
| 33   | 35   | 42.3763  | -72.5199 | RANGE_INTERPOLATED |
| 34   | 36   | 38.535   | -105.992 | ROOFTOP            |
| 35   | 37   | 52.3738  | 4.8909   | APPROXIMATE        |
| 36   | 38   | 48.5193  | -122.613 | RANGE_INTERPOLATED |
| 37   | 39   | 37.7635  | -122.401 | ROOFTOP            |
| 38   | 40   | 47.9775  | 11.185   | ROOFTOP            |
| 39   | 41   | 39.0014  | -123.356 | ROOFTOP            |
| 40   | 42   | 44.3516  | -69.1401 | RANGE_INTERPOLATED |
| 41   | 43   | 43.0785  | -89.382  | APPROXIMATE        |
| 42   | 44   | 38.5983  | -90.209  | RANGE_INTERPOLATED |
| 43   | 45   | 40.2659  | -76.8753 | ROOFTOP            |
| 44   | 46   | 44.2619  | -88.4154 | APPROXIMATE        |
| 45   | 47   | 42.322   | -85.1851 | RANGE_INTERPOLATED |
| 46   | 49   | 53.3433  | -6.2846  | APPROXIMATE        |
| 47   | 51   | 35.6221  | -82.5536 | ROOFTOP            |
| 48   | 54   | 33.818   | -84.4353 | ROOFTOP            |
| 49   | 55   | 44.3996  | -68.334  | ROOFTOP            |
| 50   | 56   | 42.3372  | -83.0186 | ROOFTOP            |
| 51   | 57   | 44.2896  | -94.449  | RANGE_INTERPOLATED |
| 52   | 58   | 44.2896  | -94.449  | RANGE_INTERPOLATED |
| 53   | 59   | 38.5702  | -90.8802 | RANGE_INTERPOLATED |
| 54   | 61   | -37.968  | 144.525  | ROOFTOP            |
| 55   | 62   | 40.0166  | -105.219 | ROOFTOP            |
| 56   | 1394 | 35.6197  | -78.8085 | ROOFTOP            |
| 58   | 63   | 41.6124  | -86.7268 | RANGE_INTERPOLATED |
| 59   | 64   | 39.5765  | -106.094 | RANGE_INTERPOLATED |
| 60   | 65   | 44.0486  | -91.6774 | RANGE_INTERPOLATED |
| 61   | 66   | 44.4214  | -84.1167 | APPROXIMATE        |
| 62   | 68   | 32.7668  | -117.195 | ROOFTOP            |
| 63   | 69   | 39.42    | -76.54   | APPROXIMATE        |
| 64   | 70   | 49.8901  | 10.9067  | ROOFTOP            |
| 65   | 71   | 44.1636  | -93.9994 | APPROXIMATE        |
| 66   | 72   | 44.3875  | -68.2046 | RANGE_INTERPOLATED |
| 67   | 73   | 38.9169  | -94.3943 | ROOFTOP            |
| 68   | 74   | 48.3979  | 9.9899   | ROOFTOP            |
| 69   | 75   | 34.4702  | -114.35  | RANGE_INTERPOLATED |
| 70   | 76   | 41.0523  | -75.3354 | APPROXIMATE        |
| 71   | 77   | 40.0453  | -86.0155 | ROOFTOP            |
| 72   | 78   | 45.036   | -93.1984 | ROOFTOP            |
| 73   | 79   | 39.9745  | -83.049  | ROOFTOP            |
| 74   | 80   | 39.9719  | -83.0027 | ROOFTOP            |
| 75   | 81   | 36.0721  | -115.075 | ROOFTOP            |
| 76   | 82   | 47.5203  | -122.312 | RANGE_INTERPOLATED |
| 77   | 83   | 39.1136  | -84.526  | RANGE_INTERPOLATED |
| 78   | 84   | 39.9767  | -74.1829 | RANGE_INTERPOLATED |
| 79   | 85   | 52.8046  | -1.6281  | RANGE_INTERPOLATED |
| 80   | 86   | 10.9639  | -74.7964 | APPROXIMATE        |
| 81   | 87   | 41.238   | -77.0103 | RANGE_INTERPOLATED |
| 82   | 1393 | 44.1004  | -70.2148 | APPROXIMATE        |
| 83   | 88   | 48.3952  | 11.7288  | ROOFTOP            |
| 84   | 89   | 46.8726  | -114.02  | ROOFTOP            |
| 85   | 90   | 38.2546  | -85.7401 | ROOFTOP            |
| 86   | 91   | 28.5383  | -81.3792 | APPROXIMATE        |
| 87   | 92   | 37.7694  | -122.51  | ROOFTOP            |
| 88   | 93   | 51.897   | -8.4769  | GEOMETRIC_CENTER   |
| 89   | 94   | 38.6112  | -122.871 | RANGE_INTERPOLATED |
| 90   | 96   | 38.8916  | -121.293 | APPROXIMATE        |
| 91   | 97   | 44.4295  | -68.975  | RANGE_INTERPOLATED |
| 92   | 98   | 55.997   | -2.5098  | GEOMETRIC_CENTER   |
| 93   | 99   | 17.4977  | -88.1867 | APPROXIMATE        |
| 94   | 100  | 42.2843  | -85.4538 | ROOFTOP            |
| 95   | 101  | 43.1947  | -88.729  | APPROXIMATE        |
| 96   | 102  | 41.5059  | -90.5171 | RANGE_INTERPOLATED |
| 97   | 103  | 52.4793  | 13.4293  | ROOFTOP            |
| 98   | 104  | 52.5234  | 13.4114  | APPROXIMATE        |
| 99   | 106  | 40.622   | -75.382  | RANGE_INTERPOLATED |
| 100  | 107  | 40.1106  | -88.2073 | APPROXIMATE        |
| 101  | 108  | 32.3293  | -96.6253 | APPROXIMATE        |
| 102  | 109  | 51.5163  | 5.5977   | RANGE_INTERPOLATED |
| 103  | 110  | 51.544   | 5.1285   | RANGE_INTERPOLATED |
| 104  | 111  | 51.1684  | 6.0515   | RANGE_INTERPOLATED |
| 105  | 112  | 37.7756  | -122.398 | ROOFTOP            |
| 106  | 113  | 35.8104  | -78.6179 | ROOFTOP            |
| 107  | 114  | 45.0223  | -84.6826 | GEOMETRIC_CENTER   |
| 108  | 115  | 42.9634  | -85.6681 | APPROXIMATE        |
| 109  | 116  | 36.2426  | -115.236 | ROOFTOP            |
| 110  | 117  | 45.7736  | -111.172 | RANGE_INTERPOLATED |
| 111  | 118  | 42.1511  | -87.9144 | ROOFTOP            |
| 112  | 119  | 49.1049  | -122.69  | APPROXIMATE        |
| 113  | 120  | 49.1344  | -123.065 | ROOFTOP            |
| 114  | 121  | 50.9847  | -113.956 | ROOFTOP            |
| 115  | 122  | 46.9223  | -114.073 | ROOFTOP            |
| 116  | 123  | 47.6576  | -122.313 | ROOFTOP            |
| 117  | 124  | 45.8981  | -123.961 | ROOFTOP            |
| 118  | 125  | 50.0943  | 8.6913   | ROOFTOP            |
| 119  | 127  | 46.0597  | 13.2269  | RANGE_INTERPOLATED |
| 120  | 128  | 44.5153  | 7.8922   | RANGE_INTERPOLATED |
| 121  | 129  | 44.6601  | 10.2814  | RANGE_INTERPOLATED |
| 122  | 130  | 37.8634  | -122.259 | ROOFTOP            |
| 123  | 131  | 49.974   | 6.5227   | APPROXIMATE        |
| 124  | 132  | 45.5235  | -122.676 | APPROXIMATE        |
| 125  | 133  | 33.9132  | -117.889 | ROOFTOP            |
| 126  | 135  | 41.8817  | -87.6926 | APPROXIMATE        |
| 127  | 136  | 37.23    | -80.41   | APPROXIMATE        |
| 128  | 137  | 36.152   | -86.7989 | ROOFTOP            |
| 129  | 138  | 38.8339  | -104.821 | APPROXIMATE        |
| 130  | 139  | 45.5325  | -122.686 | APPROXIMATE        |
| 131  | 140  | 39.1716  | -86.5104 | RANGE_INTERPOLATED |
| 132  | 141  | 43.0598  | -89.3085 | ROOFTOP            |
| 133  | 142  | 41.5118  | -90.5746 | RANGE_INTERPOLATED |
| 134  | 143  | 35.0845  | -106.651 | APPROXIMATE        |
| 135  | 144  | 40.7591  | -73.0215 | ROOFTOP            |
| 136  | 145  | 34.8531  | -82.3983 | ROOFTOP            |
| 137  | 146  | 38.253   | -85.654  | ROOFTOP            |
| 138  | 147  | 44.1332  | -73.0784 | RANGE_INTERPOLATED |
| 139  | 148  | 53.4807  | -2.2344  | APPROXIMATE        |
| 140  | 149  | 35.1584  | -114.573 | ROOFTOP            |
| 141  | 150  | 34.0532  | -118.256 | ROOFTOP            |
| 142  | 151  | 42.4311  | -83.4833 | APPROXIMATE        |
| 143  | 152  | 13.7783  | 100.509  | GEOMETRIC_CENTER   |
| 144  | 153  | 35.3733  | -119.019 | APPROXIMATE        |
| 145  | 155  | 35.0868  | -89.8101 | APPROXIMATE        |
| 146  | 156  | 52.6739  | 14.9004  | RANGE_INTERPOLATED |
| 147  | 157  | 42.3144  | -71.1034 | ROOFTOP            |
| 148  | 158  | 42.347   | -71.0989 | ROOFTOP            |
| 149  | 159  | 42.8666  | -109.866 | RANGE_INTERPOLATED |
| 150  | 160  | 40.0267  | -105.248 | ROOFTOP            |
| 151  | 161  | 39.0821  | -94.5965 | ROOFTOP            |
| 152  | 162  | 48.7475  | -122.481 | RANGE_INTERPOLATED |
| 153  | 163  | 45.4289  | -73.6313 | APPROXIMATE        |
| 154  | 164  | 49.7185  | 5.5571   | RANGE_INTERPOLATED |
| 155  | 165  | 50.4852  | 2.8306   | APPROXIMATE        |
| 156  | 166  | 50.8431  | 3.6077   | RANGE_INTERPOLATED |
| 157  | 167  | 50.1507  | 5.7442   | RANGE_INTERPOLATED |
| 158  | 168  | 50.5593  | 4.1365   | GEOMETRIC_CENTER   |
| 159  | 170  | 50.3693  | 3.827    | GEOMETRIC_CENTER   |
| 160  | 171  | 50.5109  | 3.3883   | RANGE_INTERPOLATED |
| 161  | 173  | 49.9842  | 4.3111   | RANGE_INTERPOLATED |
| 162  | 174  | 50.3705  | 3.7263   | RANGE_INTERPOLATED |
| 163  | 175  | 50.7046  | 5.822    | GEOMETRIC_CENTER   |
| 164  | 176  | 50.7853  | 4.2437   | RANGE_INTERPOLATED |
| 165  | 177  | 50.7975  | 2.5412   | RANGE_INTERPOLATED |
| 166  | 178  | 50.2248  | 4.4102   | APPROXIMATE        |
| 167  | 179  | 50.6493  | 3.9242   | ROOFTOP            |
| 168  | 180  | -17.6797 | -149.407 | APPROXIMATE        |
| 169  | 182  | 45.7075  | 5.9153   | RANGE_INTERPOLATED |
| 170  | 183  | 47.2543  | 7.0026   | ROOFTOP            |
| 171  | 184  | 50.6204  | 3.7592   | GEOMETRIC_CENTER   |
| 172  | 185  | 48.0028  | 6.6583   | GEOMETRIC_CENTER   |
| 173  | 186  | 32.3906  | -93.3739 | RANGE_INTERPOLATED |
| 174  | 187  | 50.3114  | 4.9435   | RANGE_INTERPOLATED |
| 175  | 188  | 50.5779  | 3.5554   | RANGE_INTERPOLATED |
| 176  | 189  | 50.5718  | 3.6508   | RANGE_INTERPOLATED |
| 177  | 190  | 50.3089  | 3.6285   | APPROXIMATE        |
| 178  | 191  | 50.7428  | 3.6875   | RANGE_INTERPOLATED |
| 179  | 192  | 50.286   | 5.5127   | RANGE_INTERPOLATED |
| 180  | 193  | 50.6054  | 3.0775   | APPROXIMATE        |
| 181  | 194  | 50.408   | 4.1659   | RANGE_INTERPOLATED |
| 182  | 195  | 50.2024  | 4.8914   | RANGE_INTERPOLATED |
| 183  | 196  | 50.2601  | 3.3125   | RANGE_INTERPOLATED |
| 184  | 197  | 50.6746  | 4.1509   | RANGE_INTERPOLATED |
| 185  | 198  | 45.4682  | -73.5913 | ROOFTOP            |
| 186  | 199  | 42.6483  | 9.4529   | GEOMETRIC_CENTER   |
| 187  | 200  | 50.8851  | 2.4329   | ROOFTOP            |
| 188  | 201  | 50.3682  | 4.3266   | RANGE_INTERPOLATED |
| 189  | 202  | 50.8416  | 4.3355   | ROOFTOP            |
| 190  | 203  | 48.593   | 7.7149   | RANGE_INTERPOLATED |
| 191  | 204  | 47.6715  | 9.5888   | ROOFTOP            |
| 192  | 205  | 47.9706  | 11.7808  | ROOFTOP            |
| 193  | 206  | 53.0787  | 8.7901   | ROOFTOP            |
| 194  | 207  | 51.3055  | 8.1259   | GEOMETRIC_CENTER   |
| 195  | 208  | 49.8942  | 10.8855  | APPROXIMATE        |
| 196  | 209  | 49.9477  | 11.5659  | ROOFTOP            |
| 197  | 210  | 48.2351  | 13.8292  | ROOFTOP            |
| 198  | 211  | 47.3625  | 15.0947  | ROOFTOP            |
| 199  | 212  | 52.3935  | 9.6814   | ROOFTOP            |
| 200  | 213  | 47.8243  | 10.0239  | ROOFTOP            |
| 201  | 214  | 47.3642  | 8.5245   | ROOFTOP            |
| 202  | 216  | 47.7818  | 9.6215   | ROOFTOP            |
| 203  | 217  | 47.3301  | 9.4135   | RANGE_INTERPOLATED |
| 204  | 218  | 50.8753  | 6.9944   | ROOFTOP            |
| 205  | 219  | 47.4301  | 9.3794   | ROOFTOP            |
| 206  | 220  | 51.2216  | 6.7853   | ROOFTOP            |
| 207  | 221  | 51.2847  | 7.2936   | ROOFTOP            |
| 208  | 222  | 49.8942  | 10.8855  | APPROXIMATE        |
| 209  | 223  | 51.9657  | 7.6214   | ROOFTOP            |
| 210  | 224  | 48.1306  | 15.1386  | APPROXIMATE        |
| 211  | 225  | 48.0778  | 9.3996   | ROOFTOP            |
| 213  | 227  | 44.4105  | -95.4107 | RANGE_INTERPOLATED |
| 214  | 228  | 49.6993  | 9.2492   | ROOFTOP            |
| 215  | 229  | 51.2404  | 6.7516   | ROOFTOP            |
| 216  | 230  | 47.6651  | 9.175    | ROOFTOP            |
| 217  | 231  | 43.0646  | 141.347  | APPROXIMATE        |
| 218  | 232  | 50.9394  | 6.9594   | ROOFTOP            |
| 219  | 233  | 47.5585  | 8.9006   | ROOFTOP            |
| 220  | 234  | 47.0679  | 15.4417  | APPROXIMATE        |
| 221  | 235  | 41.254   | -95.9993 | APPROXIMATE        |
| 222  | 236  | 39.7236  | -105.001 | ROOFTOP            |
| 223  | 237  | 39.7236  | -105.001 | ROOFTOP            |
| 224  | 238  | 50.6718  | 6.122    | RANGE_INTERPOLATED |
| 225  | 239  | 41.347   | -81.8226 | ROOFTOP            |
| 226  | 240  | 37.3861  | -122.084 | APPROXIMATE        |
| 227  | 241  | 57.683   | -2.003   | APPROXIMATE        |
| 228  | 242  | 39.3028  | -76.6164 | ROOFTOP            |
| 229  | 243  | 41.4548  | -70.565  | APPROXIMATE        |
| 230  | 244  | 50.8527  | 4.3311   | GEOMETRIC_CENTER   |
| 231  | 245  | 48.9739  | 14.475   | APPROXIMATE        |
| 232  | 246  | 51.3144  | 4.989    | RANGE_INTERPOLATED |
| 233  | 247  | 42.8606  | -90.1772 | RANGE_INTERPOLATED |
| 234  | 248  | 50.853   | 4.1649   | RANGE_INTERPOLATED |
| 235  | 249  | 42.6818  | -74.9255 | RANGE_INTERPOLATED |
| 236  | 250  | 42.5847  | -87.8212 | APPROXIMATE        |
| 237  | 251  | 37.5483  | -121.989 | APPROXIMATE        |
| 238  | 254  | 42.4965  | -90.6652 | ROOFTOP            |
| 239  | 255  | 45.5311  | -122.685 | ROOFTOP            |
| 240  | 256  | 39.3628  | -77.4265 | ROOFTOP            |
| 241  | 257  | 38.8097  | -104.826 | RANGE_INTERPOLATED |
| 242  | 258  | 39.8735  | -86.1427 | RANGE_INTERPOLATED |
